ASSET,ISO_DATE,SOURCE_DATE_RAW,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total
BTC,2024-12-13,13 Dec 2024,393,60,33.2,10.8,0,0,0,0,0,0,0,0,497
BTC,2024-12-16,16 Dec 2024,418.2,116.1,0,47.7,0,0,0,0,0,0,17.8,0,599.8
BTC,2024-12-17,17 Dec 2024,740.3,210.5,0,0,0,0,0,0,0,0,0,0,950.8
BTC,2024-12-18,18 Dec 2024,359.6,258.7,0,0,0,0,0,0,0,0,-27,0,591.3
BTC,2024-12-19,19 Dec 2024,188.7,83,0,0,0,0,0,0,0,0,-208.6,0,63.1
BTC,2024-12-20,20 Dec 2024,0,0,0,0,0,0,0,0,0,0,-188.6,0,-188.6
BTC,2024-12-23,23 Dec 2024,31.7,0,0,0,0,0,0,0,0,0,-90.8,0,-59.1
BTC,2024-12-24,24 Dec 2024,0,82.1,0,0,0,0,0,0,0,0,0,0,82.1
BTC,2024-12-25,25 Dec 2024,0,0,0,0,0,0,0,0,0,0,0,0,0
BTC,2024-12-26,26 Dec 2024,56.5,254.4,0,186.9,0,0,0,0,0,0,7.5,0,505.3
BTC,2024-12-27,27 Dec 2024,0,208,0,0,0,0,0,0,0,0,0,0,208
BTC,2024-12-30,30 Dec 2024,0,0,0,0,0,0,0,0,0,0,-134.5,0,-134.5
BTC,2024-12-31,31 Dec 2024,0,36.8,0,0,0,0,0,0,0,0,0,0,36.8
BTC,2025-01-01,01 Jan 2025,0,0,0,0,0,0,0,0,0,0,0,0,0
BTC,2025-01-02,02 Jan 2025,0,36.8,48.3,0,0,0,0,0,0,0,0,0,85.1
BTC,2025-01-03,03 Jan 2025,253.1,357,61,222.6,0,0,0,0,0,0,0,0,893.7
BTC,2025-01-06,06 Jan 2025,0,357,61,222.6,0,0,0,0,0,0,0,0,640.6
BTC,2025-01-07,07 Jan 2025,596.1,0,0,0,0,0,0,0,0,0,125.5,0,721.6
BTC,2025-01-08,08 Jan 2025,0,0,0,0,0,0,0,0,0,0,-66.7,0,-66.7
BTC,2025-01-09,09 Jan 2025,0,370.2,0,0,0,0,0,0,0,0,0,0,370.2
BTC,2025-01-10,10 Jan 2025,0,0,0,0,0,0,0,0,0,0,-149.6,0,-149.6
BTC,2025-01-13,13 Jan 2025,0,0,0,0,0,0,0,0,0,0,-89,0,-89
BTC,2025-01-14,14 Jan 2025,209.1,463.1,0,138.5,0,0,0,0,0,0,0,0,810.7
BTC,2025-01-15,15 Jan 2025,723.6,463.1,0,138.5,0,0,0,0,0,0,0,0,1325.2
BTC,2025-01-16,16 Jan 2025,527.9,463.1,155.4,138.5,0,0,0,0,0,0,0,0,1284.9
BTC,2025-01-17,17 Jan 2025,375.9,326.3,208.1,135.8,0,0,0,0,0,0,0,0,1046.1
BTC,2025-01-20,20 Jan 2025,0,0,0,0,0,0,0,0,0,0,0,0,0
BTC,2025-01-21,21 Jan 2025,661.9,287.5,15.3,8.5,0,0,0,0,0,0,0,0,973.2
BTC,2025-01-22,22 Jan 2025,344.3,259.1,24.2,0,0,0,0,0,0,0,47.1,0,674.7
BTC,2025-01-23,23 Jan 2025,155.7,186.1,13.9,0,0,0,0,0,0,0,0,0,355.7
BTC,2025-01-24,24 Jan 2025,155.7,186.1,13.9,0,0,0,0,0,0,0,0,0,355.7
BTC,2025-01-27,27 Jan 2025,970.9,370.2,0,0,0,0,0,0,0,0,0,0,1341.1
BTC,2025-01-28,28 Jan 2025,692.6,262.6,17.4,0,0,0,0,0,0,0,0,0,972.6
BTC,2025-01-29,29 Jan 2025,92,92.1,0,0,0,0,0,0,0,0,0,0,184.1
BTC,2025-01-30,30 Jan 2025,92,92.1,0,0,0,0,0,0,0,0,0,0,184.1
BTC,2025-01-31,31 Jan 2025,92,92.1,0,0,0,0,0,0,0,0,0,0,184.1
BTC,2025-02-03,03 Feb 2025,249,0,0,56.4,0,0,0,0,0,0,0,0,305.4
BTC,2025-02-04,04 Feb 2025,341.8,66.3,0,0,0,0,0,0,0,0,0,0,408.1
BTC,2025-02-05,05 Feb 2025,249,0,0,56.4,0,0,0,0,0,0,0,0,305.4
BTC,2025-02-06,06 Feb 2025,0,0,0,0,0,0,0,0,0,0,-66.2,0,-66.2
BTC,2025-02-07,07 Feb 2025,0,66.3,0,0,0,0,0,0,0,0,-66.2,0,0.1
BTC,2025-02-10,10 Feb 2025,0,0,0,0,0,0,0,0,0,0,-54.4,0,-54.4
BTC,2025-02-11,11 Feb 2025,0,0,0,0,0,0,0,0,0,0,-48.8,0,-48.8
BTC,2025-02-12,12 Feb 2025,0,0,0,0,0,0,0,0,0,0,-48.8,0,-48.8
BTC,2025-02-13,13 Feb 2025,0,0,0,0,0,0,0,0,0,0,-48.8,0,-48.8
BTC,2025-02-14,14 Feb 2025,0,0,0,0,0,0,0,0,0,0,-48.8,0,-48.8
BTC,2025-02-17,17 Feb 2025,0,0,0,0,0,0,0,0,0,0,-50.1,0,-50.1
BTC,2025-02-18,18 Feb 2025,0,166.3,0,0,0,0,0,0,0,0,-50.1,0,116.2
BTC,2025-02-19,19 Feb 2025,0,0,0,0,0,0,0,0,0,0,-50.1,0,-50.1
BTC,2025-02-20,20 Feb 2025,0,61.4,0,0,0,0,0,0,0,0,-50.1,0,11.3
BTC,2025-02-21,21 Feb 2025,0,60,0,0,0,0,0,0,0,0,0,0,60
BTC,2025-02-24,24 Feb 2025,0,0,0,0,0,0,0,0,0,0,-60,0,-60
BTC,2025-02-25,25 Feb 2025,0,0,0,0,0,0,0,0,0,0,-60,0,-60
BTC,2025-02-26,26 Feb 2025,0,0,0,0,0,0,0,0,0,0,-60,0,-60
BTC,2025-02-27,27 Feb 2025,0,0,0,0,0,0,0,0,0,0,-60,0,-60
BTC,2025-02-28,28 Feb 2025,0,0,0,0,0,0,0,0,0,0,-60,0,-60
BTC,2025-03-03,03 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.6,0,-74.6
BTC,2025-03-04,04 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.6,0,-74.6
BTC,2025-03-05,05 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.6,0,-74.6
BTC,2025-03-06,06 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.6,0,-74.6
BTC,2025-03-07,07 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.6,0,-74.6
BTC,2025-03-10,10 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.9,0,-78.9
BTC,2025-03-11,11 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.9,0,-78.9
BTC,2025-03-12,12 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.9,0,-78.9
BTC,2025-03-13,13 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.9,0,-78.9
BTC,2025-03-14,14 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.9,0,-78.9
BTC,2025-03-17,17 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-03-18,18 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-03-19,19 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-03-20,20 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-03-21,21 Mar 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-03-24,24 Mar 2025,0,0,0,0,0,0,0,0,0,0,-84.1,0,-84.1
BTC,2025-03-25,25 Mar 2025,0,0,0,0,0,0,0,0,0,0,-84.1,0,-84.1
BTC,2025-03-26,26 Mar 2025,0,0,0,0,0,0,0,0,0,0,-84.1,0,-84.1
BTC,2025-03-27,27 Mar 2025,0,0,0,0,0,0,0,0,0,0,-84.1,0,-84.1
BTC,2025-03-28,28 Mar 2025,0,0,0,0,0,0,0,0,0,0,-84.1,0,-84.1
BTC,2025-03-31,31 Mar 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-01,01 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-02,02 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-03,03 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-04,04 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-07,07 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-08,08 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-09,09 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-10,10 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-11,11 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-04-14,14 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-15,15 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-16,16 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-17,17 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-18,18 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-21,21 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-22,22 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-23,23 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-24,24 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-25,25 Apr 2025,0,0,0,0,0,0,0,0,0,0,-74.1,0,-74.1
BTC,2025-04-28,28 Apr 2025,0,0,0,0,0,0,0,0,0,0,-72.7,0,-72.7
BTC,2025-04-29,29 Apr 2025,0,0,0,0,0,0,0,0,0,0,-72.7,0,-72.7
BTC,2025-04-30,30 Apr 2025,0,0,0,0,0,0,0,0,0,0,-72.7,0,-72.7
BTC,2025-05-01,01 May 2025,0,0,0,0,0,0,0,0,0,0,-72.7,0,-72.7
BTC,2025-05-02,02 May 2025,0,0,0,0,0,0,0,0,0,0,-72.7,0,-72.7
BTC,2025-05-05,05 May 2025,0,0,0,0,0,0,0,0,0,0,-89.9,0,-89.9
BTC,2025-05-06,06 May 2025,0,0,0,0,0,0,0,0,0,0,-89.9,0,-89.9
BTC,2025-05-07,07 May 2025,0,0,0,0,0,0,0,0,0,0,-89.9,0,-89.9
BTC,2025-05-08,08 May 2025,0,0,0,0,0,0,0,0,0,0,-89.9,0,-89.9
BTC,2025-05-09,09 May 2025,0,0,0,0,0,0,0,0,0,0,-89.9,0,-89.9
BTC,2025-05-12,12 May 2025,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2025-05-13,13 May 2025,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2025-05-14,14 May 2025,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2025-05-15,15 May 2025,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2025-05-16,16 May 2025,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2025-05-19,19 May 2025,0,0,0,0,0,0,0,0,0,0,-87.7,0,-87.7
BTC,2025-05-20,20 May 2025,0,0,0,0,0,0,0,0,0,0,-87.7,0,-87.7
BTC,2025-05-21,21 May 2025,0,0,0,0,0,0,0,0,0,0,-87.7,0,-87.7
BTC,2025-05-22,22 May 2025,0,0,0,0,0,0,0,0,0,0,-87.7,0,-87.7
BTC,2025-05-23,23 May 2025,0,0,0,0,0,0,0,0,0,0,-87.7,0,-87.7
BTC,2025-05-26,26 May 2025,0,0,0,0,0,0,0,0,0,0,-88.5,0,-88.5
BTC,2025-05-27,27 May 2025,0,0,0,0,0,0,0,0,0,0,-88.5,0,-88.5
BTC,2025-05-28,28 May 2025,0,0,0,0,0,0,0,0,0,0,-88.5,0,-88.5
BTC,2025-05-29,29 May 2025,0,0,0,0,0,0,0,0,0,0,-88.5,0,-88.5
BTC,2025-05-30,30 May 2025,0,0,0,0,0,0,0,0,0,0,-88.5,0,-88.5
BTC,2025-06-02,02 Jun 2025,0,0,0,0,0,0,0,0,0,0,-90.4,0,-90.4
BTC,2025-06-03,03 Jun 2025,0,0,0,0,0,0,0,0,0,0,-90.4,0,-90.4
BTC,2025-06-04,04 Jun 2025,0,0,0,0,0,0,0,0,0,0,-90.4,0,-90.4
BTC,2025-06-05,05 Jun 2025,0,0,0,0,0,0,0,0,0,0,-90.4,0,-90.4
BTC,2025-06-06,06 Jun 2025,0,0,0,0,0,0,0,0,0,0,-90.4,0,-90.4
BTC,2025-06-09,09 Jun 2025,0,0,0,0,0,0,0,0,0,0,-83.5,0,-83.5
BTC,2025-06-10,10 Jun 2025,0,0,0,0,0,0,0,0,0,0,-83.5,0,-83.5
BTC,2025-06-11,11 Jun 2025,0,0,0,0,0,0,0,0,0,0,-83.5,0,-83.5
BTC,2025-06-12,12 Jun 2025,0,0,0,0,0,0,0,0,0,0,-83.5,0,-83.5
BTC,2025-06-13,13 Jun 2025,0,0,0,0,0,0,0,0,0,0,-83.5,0,-83.5
BTC,2025-06-16,16 Jun 2025,0,0,0,0,0,0,0,0,0,0,-85.2,0,-85.2
BTC,2025-06-17,17 Jun 2025,0,0,0,0,0,0,0,0,0,0,-85.2,0,-85.2
BTC,2025-06-18,18 Jun 2025,0,0,0,0,0,0,0,0,0,0,-85.2,0,-85.2
BTC,2025-06-19,19 Jun 2025,0,0,0,0,0,0,0,0,0,0,-85.2,0,-85.2
BTC,2025-06-20,20 Jun 2025,0,0,0,0,0,0,0,0,0,0,-85.2,0,-85.2
BTC,2025-06-23,23 Jun 2025,0,0,0,0,0,0,0,0,0,0,-86.9,0,-86.9
BTC,2025-06-24,24 Jun 2025,0,0,0,0,0,0,0,0,0,0,-86.9,0,-86.9
BTC,2025-06-25,25 Jun 2025,0,0,0,0,0,0,0,0,0,0,-86.9,0,-86.9
BTC,2025-06-26,26 Jun 2025,0,0,0,0,0,0,0,0,0,0,-86.9,0,-86.9
BTC,2025-06-27,27 Jun 2025,0,0,0,0,0,0,0,0,0,0,-86.9,0,-86.9
BTC,2025-06-30,30 Jun 2025,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2025-07-01,01 Jul 2025,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2025-07-02,02 Jul 2025,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2025-07-03,03 Jul 2025,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2025-07-04,04 Jul 2025,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2025-07-07,07 Jul 2025,0,0,0,0,0,0,0,0,0,0,-88.4,0,-88.4
BTC,2025-07-08,08 Jul 2025,0,0,0,0,0,0,0,0,0,0,-88.4,0,-88.4
BTC,2025-07-09,09 Jul 2025,0,0,0,0,0,0,0,0,0,0,-88.4,0,-88.4
BTC,2025-07-10,10 Jul 2025,0,0,0,0,0,0,0,0,0,0,-88.4,0,-88.4
BTC,2025-07-11,11 Jul 2025,0,0,0,0,0,0,0,0,0,0,-88.4,0,-88.4
BTC,2025-07-14,14 Jul 2025,0,0,0,0,0,0,0,0,0,0,-75.8,0,-75.8
BTC,2025-07-15,15 Jul 2025,0,0,0,0,0,0,0,0,0,0,-75.8,0,-75.8
BTC,2025-07-16,16 Jul 2025,0,0,0,0,0,0,0,0,0,0,-75.8,0,-75.8
BTC,2025-07-17,17 Jul 2025,0,0,0,0,0,0,0,0,0,0,-75.8,0,-75.8
BTC,2025-07-18,18 Jul 2025,0,0,0,0,0,0,0,0,0,0,-75.8,0,-75.8
BTC,2025-07-21,21 Jul 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-07-22,22 Jul 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-07-23,23 Jul 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-07-24,24 Jul 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-07-25,25 Jul 2025,0,0,0,0,0,0,0,0,0,0,-78.2,0,-78.2
BTC,2025-07-28,28 Jul 2025,0,0,0,0,0,0,0,0,0,0,-77.7,0,-77.7
BTC,2025-07-29,29 Jul 2025,0,0,0,0,0,0,0,0,0,0,-77.7,0,-77.7
BTC,2025-07-30,30 Jul 2025,0,0,0,0,0,0,0,0,0,0,-77.7,0,-77.7
BTC,2025-07-31,31 Jul 2025,0,0,0,0,0,0,0,0,0,0,-77.7,0,-77.7
BTC,2025-08-01,01 Aug 2025,0,0,0,0,0,0,0,0,0,0,-77.7,0,-77.7
BTC,2025-08-04,04 Aug 2025,0,0,0,0,0,0,0,0,0,0,-81.4,0,-81.4
BTC,2025-08-05,05 Aug 2025,0,0,0,0,0,0,0,0,0,0,-81.4,0,-81.4
BTC,2025-08-06,06 Aug 2025,0,0,0,0,0,0,0,0,0,0,-81.4,0,-81.4
BTC,2025-08-07,07 Aug 2025,0,0,0,0,0,0,0,0,0,0,-81.4,0,-81.4
BTC,2025-08-08,08 Aug 2025,0,0,0,0,0,0,0,0,0,0,-81.4,0,-81.4
BTC,2025-08-11,11 Aug 2025,0,0,0,0,0,0,0,0,0,0,-75,0,-75
BTC,2025-08-12,12 Aug 2025,0,0,0,0,0,0,0,0,0,0,-75,0,-75
BTC,2025-08-13,13 Aug 2025,0,0,0,0,0,0,0,0,0,0,-75,0,-75
BTC,2025-08-14,14 Aug 2025,0,0,0,0,0,0,0,0,0,0,-75,0,-75
BTC,2025-08-15,15 Aug 2025,0,0,0,0,0,0,0,0,0,0,-75,0,-75
BTC,2025-08-18,18 Aug 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-08-19,19 Aug 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-08-20,20 Aug 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-08-21,21 Aug 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-08-22,22 Aug 2025,0,0,0,0,0,0,0,0,0,0,-74.8,0,-74.8
BTC,2025-08-25,25 Aug 2025,0,0,0,0,0,0,0,0,0,0,-86.7,0,-86.7
BTC,2025-08-26,26 Aug 2025,0,0,0,0,0,0,0,0,0,0,-86.7,0,-86.7
BTC,2025-08-27,27 Aug 2025,0,0,0,0,0,0,0,0,0,0,-86.7,0,-86.7
BTC,2025-08-28,28 Aug 2025,0,0,0,0,0,0,0,0,0,0,-86.7,0,-86.7
BTC,2025-08-29,29 Aug 2025,0,0,0,0,0,0,0,0,0,0,-86.7,0,-86.7
BTC,2025-09-01,01 Sep 2025,0,0,0,0,0,0,0,0,0,0,-89.2,0,-89.2
BTC,2025-09-02,02 Sep 2025,0,0,0,0,0,0,0,0,0,0,-89.2,0,-89.2
BTC,2025-09-03,03 Sep 2025,0,0,0,0,0,0,0,0,0,0,-89.2,0,-89.2
BTC,2025-09-04,04 Sep 2025,0,0,0,0,0,0,0,0,0,0,-89.2,0,-89.2
BTC,2025-09-05,05 Sep 2025,0,0,0,0,0,0,0,0,0,0,-89.2,0,-89.2
BTC,2025-09-08,08 Sep 2025,0,0,0,0,0,0,0,0,0,0,-78,0,-78
BTC,2025-09-09,09 Sep 2025,0,0,0,0,0,0,0,0,0,0,-78,0,-78
BTC,2025-09-10,10 Sep 2025,0,0,0,0,0,0,0,0,0,0,-78,0,-78
BTC,2025-09-11,11 Sep 2025,0,0,0,0,0,0,0,0,0,0,-78,0,-78
BTC,2025-09-12,12 Sep 2025,0,0,0,0,0,0,0,0,0,0,-78,0,-78
BTC,2025-09-15,15 Sep 2025,0,0,0,0,0,0,0,0,0,0,-85.3,0,-85.3
BTC,2025-09-16,16 Sep 2025,0,0,0,0,0,0,0,0,0,0,-85.3,0,-85.3
BTC,2025-09-17,17 Sep 2025,0,0,0,0,0,0,0,0,0,0,-85.3,0,-85.3
BTC,2025-09-18,18 Sep 2025,0,0,0,0,0,0,0,0,0,0,-85.3,0,-85.3
BTC,2025-09-19,19 Sep 2025,0,0,0,0,0,0,0,0,0,0,-85.3,0,-85.3
BTC,2025-09-22,22 Sep 2025,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2025-09-23,23 Sep 2025,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2025-09-24,24 Sep 2025,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2025-09-25,25 Sep 2025,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2025-09-26,26 Sep 2025,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2025-09-29,29 Sep 2025,0,0,0,0,0,0,0,0,0,0,-79.9,0,-79.9
BTC,2025-09-30,30 Sep 2025,0,0,0,0,0,0,0,0,0,0,-79.9,0,-79.9
BTC,2025-10-01,01 Oct 2025,0,0,0,0,0,0,0,0,0,0,-79.9,0,-79.9
BTC,2025-10-02,02 Oct 2025,0,0,0,0,0,0,0,0,0,0,-79.9,0,-79.9
BTC,2025-10-03,03 Oct 2025,0,0,0,0,0,0,0,0,0,0,-79.9,0,-79.9
BTC,2025-10-06,06 Oct 2025,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2025-10-07,07 Oct 2025,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2025-10-08,08 Oct 2025,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2025-10-09,09 Oct 2025,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2025-10-10,10 Oct 2025,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2025-10-13,13 Oct 2025,0,0,0,0,0,0,0,0,0,0,-90.3,0,-90.3
BTC,2025-10-14,14 Oct 2025,0,0,0,0,0,0,0,0,0,0,-90.3,0,-90.3
BTC,2025-10-15,15 Oct 2025,0,0,0,0,0,0,0,0,0,0,-90.3,0,-90.3
BTC,2025-10-16,16 Oct 2025,0,0,0,0,0,0,0,0,0,0,-90.3,0,-90.3
BTC,2025-10-17,17 Oct 2025,0,0,0,0,0,0,0,0,0,0,-90.3,0,-90.3
BTC,2025-10-20,20 Oct 2025,0,0,0,0,0,0,0,0,0,0,-89.8,0,-89.8
BTC,2025-10-21,21 Oct 2025,0,0,0,0,0,0,0,0,0,0,-89.8,0,-89.8
BTC,2025-10-22,22 Oct 2025,0,0,0,0,0,0,0,0,0,0,-89.8,0,-89.8
BTC,2025-10-23,23 Oct 2025,0,0,0,0,0,0,0,0,0,0,-89.8,0,-89.8
BTC,2025-10-24,24 Oct 2025,0,0,0,0,0,0,0,0,0,0,-89.8,0,-89.8
BTC,2025-10-27,27 Oct 2025,0,0,0,0,0,0,0,0,0,0,-80.2,0,-80.2
BTC,2025-10-28,28 Oct 2025,0,0,0,0,0,0,0,0,0,0,-80.2,0,-80.2
BTC,2025-10-29,29 Oct 2025,0,0,0,0,0,0,0,0,0,0,-80.2,0,-80.2
BTC,2025-10-30,30 Oct 2025,0,0,0,0,0,0,0,0,0,0,-80.2,0,-80.2
BTC,2025-10-31,31 Oct 2025,0,0,0,0,0,0,0,0,0,0,-80.2,0,-80.2
BTC,2025-11-03,03 Nov 2025,0,0,0,0,0,0,0,0,0,0,-71.9,0,-71.9
BTC,2025-11-04,04 Nov 2025,0,0,0,0,0,0,0,0,0,0,-71.9,0,-71.9
BTC,2025-11-05,05 Nov 2025,0,0,0,0,0,0,0,0,0,0,-71.9,0,-71.9
BTC,2025-11-06,06 Nov 2025,0,0,0,0,0,0,0,0,0,0,-71.9,0,-71.9
BTC,2025-11-07,07 Nov 2025,0,0,0,0,0,0,0,0,0,0,-71.9,0,-71.9
BTC,2025-11-10,10 Nov 2025,0,0,0,0,0,0,0,0,0,0,-79.5,0,-79.5
BTC,2025-11-11,11 Nov 2025,0,0,0,0,0,0,0,0,0,0,-79.5,0,-79.5
BTC,2025-11-12,12 Nov 2025,0,0,0,0,0,0,0,0,0,0,-79.5,0,-79.5
BTC,2025-11-13,13 Nov 2025,0,0,0,0,0,0,0,0,0,0,-79.5,0,-79.5
BTC,2025-11-14,14 Nov 2025,0,0,0,0,0,0,0,0,0,0,-79.5,0,-79.5
BTC,2025-11-17,17 Nov 2025,0,0,0,0,0,0,0,0,0,0,-77.4,0,-77.4
BTC,2025-11-18,18 Nov 2025,0,0,0,0,0,0,0,0,0,0,-77.4,0,-77.4
BTC,2025-11-19,19 Nov 2025,0,0,0,0,0,0,0,0,0,0,-77.4,0,-77.4
BTC,2025-11-20,20 Nov 2025,0,0,0,0,0,0,0,0,0,0,-77.4,0,-77.4
BTC,2025-11-21,21 Nov 2025,0,0,0,0,0,0,0,0,0,0,-77.4,0,-77.4
BTC,2025-11-24,24 Nov 2025,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2025-11-25,25 Nov 2025,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2025-11-26,26 Nov 2025,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2025-11-27,27 Nov 2025,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2025-11-28,28 Nov 2025,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2025-12-01,01 Dec 2025,0,0,0,0,0,0,0,0,0,0,-76,0,-76
BTC,2025-12-02,02 Dec 2025,0,0,0,0,0,0,0,0,0,0,-76,0,-76
BTC,2025-12-03,03 Dec 2025,0,0,0,0,0,0,0,0,0,0,-76,0,-76
BTC,2025-12-04,04 Dec 2025,0,0,0,0,0,0,0,0,0,0,-76,0,-76
BTC,2025-12-05,05 Dec 2025,0,0,0,0,0,0,0,0,0,0,-76,0,-76
BTC,2025-12-08,08 Dec 2025,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2025-12-09,09 Dec 2025,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2025-12-10,10 Dec 2025,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2025-12-11,11 Dec 2025,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2025-12-12,12 Dec 2025,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2025-12-15,15 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.3,0,-83.3
BTC,2025-12-16,16 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.3,0,-83.3
BTC,2025-12-17,17 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.3,0,-83.3
BTC,2025-12-18,18 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.3,0,-83.3
BTC,2025-12-19,19 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.3,0,-83.3
BTC,2025-12-22,22 Dec 2025,0,0,0,0,0,0,0,0,0,0,-82.1,0,-82.1
BTC,2025-12-23,23 Dec 2025,0,0,0,0,0,0,0,0,0,0,-82.1,0,-82.1
BTC,2025-12-24,24 Dec 2025,0,0,0,0,0,0,0,0,0,0,-82.1,0,-82.1
BTC,2025-12-25,25 Dec 2025,0,0,0,0,0,0,0,0,0,0,-82.1,0,-82.1
